,AP,precision_score,recall_score,balanced_accuracies,DCG,DCG_AT_5,F1-SCORE,NDCG,NDCG_AT_5,model_variant,slug,created_at,user_id
0,0.5958867521367521,0.2,0.5,0.5,2.8161073527694045,1.1793836475517567,0.2285714285714286,0.7123138050933654,0.39999999999999997,hybrid,0,2023-01-28 09:05:39,3192
1,0.362709926525716,0.15,0.5,0.5,2.112080514577053,0.8845377356638175,0.13846153846153847,0.6391206612148322,0.29999999999999993,hybrid_fuzzy,0,2023-01-27 22:13:46,3188
2,0.475,0.1,0.5,0.5,1.4080536763847022,0.5896918237758784,0.06666666666666668,0.5496760645786226,0.23020392364556103,hybrid,0,2023-01-27 22:13:02,3188
3,0.7557403126056377,0.375,0.5,0.5,5.280201286442633,2.211344339159544,0.6428571428571428,0.9008510138336608,0.7499999999999999,hybrid_fuzzy,0,2023-01-27 22:09:28,3187
4,0.7903902432849801,0.375,0.5,0.5,5.280201286442633,2.211344339159544,0.6428571428571428,0.9008510138336608,0.7499999999999999,hybrid,0,2023-01-27 22:08:34,3187
5,0.283910187035187,0.19047619047619047,0.5,0.5,2.7674332213870803,1.1232225214778635,0.21018062397372742,0.7000020387466522,0.3809523809523809,tfidf,ctenari-cestuji-ctyri-zeme-za-ctrnact-dnu-nasim-favoritem-se-stala-kanada,2023-01-27 00:04:25,3193
6,0.6294594226579521,0.3,0.5,0.5,4.224161029154106,1.769075471327635,0.4499999999999999,0.8294475401685019,0.5999999999999999,svd,0,2023-01-27 00:02:44,3193
7,0.3,0.15,0.5,0.5,2.112080514577053,0.8845377356638175,0.13846153846153847,0.6391206612148322,0.29999999999999993,categories,0,2023-01-26 18:46:44,3192
8,0.33929824561403504,0.125,0.5,0.5,1.7600670954808777,0.737114779719848,0.1,0.5969447173986318,0.24999999999999997,keywords,0,2023-01-26 18:45:54,3192
9,0.3854497354497355,0.225,0.5,0.5,3.16812077186558,1.3268066034957264,0.2793103448275862,0.7446526874345888,0.44999999999999996,svd,0,2023-01-26 18:45:03,3192
10,1.0,0.023809523809523808,0.5,0.5,0.34592915267338503,0.14040281518473294,0.004329004329004328,0.34592915267338503,0.14040281518473294,word2vec_eval_3,bohac-bill-gates-ma-zase-novy-mobil-nestal-ho-ani-dolar,2023-01-26 18:43:55,3192
11,0.20833333333333331,0.047619047619047616,0.5,0.5,0.6918583053467701,0.2808056303694659,0.016563146997929604,0.42421097771483945,0.17217518397377296,lda_full_text,prodejce-zaskocilo-zavreni-obchodu-na-velky-patek-zvysi-to-plytvani-rikaji,2023-01-26 18:43:10,3192
12,0.4383838383838383,0.15,0.5,0.5,2.112080514577053,0.8845377356638175,0.13846153846153847,0.6391206612148322,0.29999999999999993,svd,0,2023-01-26 18:42:07,3192
13,0.3473992673992674,0.11904761904761904,0.5,0.5,1.729645763366925,0.7020140759236647,0.09157509157509157,0.5866270121541668,0.23809523809523805,doc2vec,slavia-verze-2023-chce-balik-za-sora-a-utracet-lici-na-chytila-i-divocha-z-kluze,2023-01-26 18:40:24,3192
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tfidf,chyby-fauly-unava-hokejova-olomouc-prisla-proti-boleslavi-o-serii,2023-01-26 18:39:08,3192
15,0.17370129870129872,0.07142857142857142,0.5,0.5,1.0377874580201552,0.4212084455541988,0.03571428571428571,0.48701157618209334,0.1976641627197,lda_full_text,milan-zachranoval-remizu-barak-pomohl-hellasu-k-vitezstvi,2023-01-26 15:12:13,3189
16,0.888888888888889,0.14285714285714285,0.5,0.5,2.0755749160403103,0.8424168911083976,0.126984126984127,0.628073978991395,0.28571428571428564,tfidf_full_text,jagr-pred-barazi-odmitl-burt-citim-se-zase-dobre-nechci-to-zkazit-rekl,2023-01-26 15:11:09,3189
17,0.7166666666666666,0.11904761904761904,0.5,0.5,1.729645763366925,0.7020140759236647,0.09157509157509157,0.5866270121541668,0.23809523809523805,word2vec_eval_3,prechod-krkonos-snih-a-romantiku-nahradily-davy-turistu-a-podpapiraky,2023-01-26 15:10:24,3189
18,0.09166666666666667,0.047619047619047616,0.5,0.5,0.6918583053467701,0.2808056303694659,0.016563146997929604,0.42421097771483945,0.17217518397377296,doc2vec,nejvyssi-cas-na-rychleni-kvetu-na-vanoce-promente-cibulky-v-krehky-kvet,2023-01-26 15:09:40,3189
19,0.4694749694749695,0.11904761904761904,0.5,0.5,1.729645763366925,0.7020140759236647,0.09157509157509157,0.5866270121541668,0.23809523809523805,tfidf,bjk-cup-jsem-chtela-hrat-snad-na-me-nezanevrou-preje-si-krejcikova,2023-01-26 15:08:52,3189
20,0.25,0.125,0.5,0.5,1.7600670954808777,0.737114779719848,0.1,0.5969447173986318,0.24999999999999997,categories,0,2023-01-26 15:07:58,3189
21,0.2916440422322775,0.125,0.5,0.5,1.7600670954808777,0.737114779719848,0.1,0.5969447173986318,0.24999999999999997,keywords,0,2023-01-26 15:07:28,3189
22,0.36293825222396653,0.175,0.5,0.5,2.4640939336732286,1.031960691607787,0.18148148148148147,0.677321104444447,0.3499999999999999,svd,0,2023-01-26 15:06:31,3189
23,0.25,0.125,0.5,0.5,1.7600670954808777,0.737114779719848,0.1,0.5969447173986318,0.24999999999999997,categories,0,2023-01-26 10:19:07,3188
24,0.787533039531602,0.35,0.5,0.5,4.928187867346457,2.063921383215574,0.5764705882352941,0.8782538293990753,0.6999999999999998,keywords,0,2023-01-26 10:17:28,3188
25,0.6817780984447652,0.225,0.5,0.5,3.16812077186558,1.3268066034957264,0.2793103448275862,0.7446526874345888,0.44999999999999996,svd,0,2023-01-26 10:16:56,3188
26,0.5,0.023809523809523808,0.5,0.5,0.34592915267338503,0.14040281518473294,0.004329004329004328,0.34592915267338503,0.14040281518473294,lda_full_text,izrael-daroval-cesku-tisice-davek-vakciny-vymenou-za-diplomatickou-podporu,2023-01-26 10:14:58,3188
27,0.38819826007326,0.19047619047619047,0.5,0.5,2.7674332213870803,1.1232225214778635,0.21018062397372742,0.7000020387466522,0.3809523809523809,tfidf_full_text,nadaval-na-hamburgery-pak-osolil-argentine-ctvrtfinale-weghorsta-sepsul-i-messi,2023-01-26 10:13:17,3188
28,0.5458333333333333,0.09523809523809523,0.5,0.5,1.3837166106935401,0.5616112607389318,0.06095238095238095,0.5401753596574457,0.21924183204339143,word2vec_eval_3,sumava-je-misty-jako-sibir-rika-vedouci-projektu-na-zachranu-mokradu,2023-01-26 10:12:12,3188
29,0.9166666666666665,0.07142857142857142,0.5,0.5,1.0377874580201552,0.4212084455541988,0.03571428571428571,0.48701157618209334,0.1976641627197,doc2vec,tri-kluci-udelali-z-domu-minove-pole-architekti-jim-bydleni-zachranili,2023-01-26 10:11:14,3188
30,0.5562229437229438,0.19047619047619047,0.5,0.5,2.7674332213870803,1.1232225214778635,0.21018062397372742,0.7000020387466522,0.3809523809523809,tfidf,priste-se-radsi-soustredte-na-fotbal-vzkazal-wenger-nemeckym-fotbalistum,2023-01-26 10:10:14,3188
31,0.5,0.023809523809523808,0.5,0.5,0.34592915267338503,0.14040281518473294,0.004329004329004328,0.34592915267338503,0.14040281518473294,word2vec_eval_3,je-idealni-cas-na-vysev-rajcat-svetlo-a-teplo-jim-date-i-za-oknem,2023-01-26 10:05:44,3188
32,0.9542621073838826,0.45,0.5,0.5,6.33624154373116,2.653613206991453,0.8526315789473685,0.9627761449532062,0.8999999999999999,keywords,0,2023-01-26 10:04:55,3187
33,1.0,1.0,1.0,1.0,7.040268381923511,2.948459118879392,1.0,1.0,0.9999999999999999,categories,0,2023-01-26 10:03:02,3185
34,0.7239319452477346,0.25,0.5,0.5,3.5201341909617554,1.474229559439696,0.3333333333333333,0.7747525516950363,0.49999999999999994,keywords,0,2023-01-26 10:02:04,3185
35,0.5979655206048394,0.2857142857142857,0.5,0.5,4.151149832080621,1.6848337822167951,0.41558441558441556,0.8151112122209172,0.5714285714285713,doc2vec,herz-mi-v-zivote-daval-svou-moudrost-ale-i-hnev-a-zlobu-rika-hudeckova,2023-01-26 10:01:26,3188
36,0.5179667554667555,0.3,0.5,0.5,4.224161029154106,1.769075471327635,0.4499999999999999,0.8294475401685019,0.5999999999999999,svd,0,2023-01-26 09:59:37,3185
37,0.5712317985045258,0.275,0.5,0.5,3.8721476100579313,1.6216525153836656,0.3903225806451613,0.802933286960599,0.5499999999999999,svd,0,2023-01-26 09:59:07,3188
38,0.4112788840232449,0.16666666666666666,0.5,0.5,2.4215040687136953,0.9828197062931305,0.16666666666666666,0.6656141585450557,0.33333333333333326,lda_full_text,pribeh-jirky-exmanzelcin-novy-kamarad-se-az-prilis-zajima-o-nasi-dceru,2023-01-26 09:57:49,3185
39,0.9256920663138414,0.45,0.5,0.5,6.33624154373116,2.653613206991453,0.8526315789473685,0.9627761449532062,0.8999999999999999,keywords,0,2023-01-26 09:56:25,3187
40,0.7777777777777778,0.14285714285714285,0.5,0.5,2.0755749160403103,0.8424168911083976,0.126984126984127,0.628073978991395,0.28571428571428564,tfidf_full_text,o2-zrychlilo-internet-vice-nez-milionu-domacnosti-zdvojnasobilo-rychlost,2023-01-26 09:55:38,3185
41,0.9087398712398713,0.30952380952380953,0.5,0.5,4.497078984754006,1.8252365974015283,0.4733893557422969,0.8397295075158686,0.619047619047619,word2vec_eval_3,jak-trapne-a-bude-hur-jsme-fotbalovym-trpaslikem-nemecko-vstrebava-dalsi-blamaz,2023-01-26 09:54:27,3185
42,0.7648170062803099,0.425,0.5,0.5,5.984228124634984,2.506190251047483,0.7810810810810811,0.9430202252031453,0.8499999999999999,svd,0,2023-01-26 09:54:20,3187
43,0.6344462481962482,0.23809523809523808,0.5,0.5,3.45929152673385,1.4040281518473294,0.3072196620583717,0.7613615822588357,0.4761904761904761,doc2vec,ceske-serialy-za-pandemie-posilily-svou-pozici-vcetne-internetovych,2023-01-26 09:52:22,3185
44,0.15,0.075,0.5,0.5,1.0560402572885266,0.4422688678319088,0.03913043478260869,0.4955772265691038,0.20754737085568503,categories,0,2023-01-26 09:52:06,3186
45,0.55,0.09523809523809523,0.5,0.5,1.3837166106935401,0.5616112607389318,0.06095238095238095,0.5401753596574457,0.21924183204339143,tfidf,kldr-se-udajne-pokusila-pfizeru-ukrast-technologii-na-vyrobu-vakcin,2023-01-26 09:51:23,3186
46,0.8333333333333333,0.047619047619047616,0.5,0.5,0.6918583053467701,0.2808056303694659,0.016563146997929604,0.42421097771483945,0.17217518397377296,doc2vec,jmenuje-se-dita-cesi-nabizeji-svetu-houfnici-pro-bojiste-budoucnosti,2023-01-26 09:50:24,3186
47,0.25,0.023809523809523808,0.5,0.5,0.34592915267338503,0.14040281518473294,0.004329004329004328,0.34592915267338503,0.14040281518473294,tfidf_full_text,fotbalovy-dobrodruh-z-hane-a-jeho-odvazny-sen-postavim-skolu-v-ugande,2023-01-26 09:50:12,3187
48,1.0,1.0,1.0,1.0,7.040268381923511,2.948459118879392,1.0,1.0,0.9999999999999999,categories,0,2023-01-26 09:49:31,3183
49,0.2222222222222222,0.075,0.5,0.5,1.0560402572885266,0.4422688678319088,0.03913043478260869,0.4955772265691038,0.20754737085568503,keywords,0,2023-01-26 09:49:20,3186
50,0.7369568248515617,0.35714285714285715,0.5,0.5,5.188937290100776,2.106042227770994,0.5952380952380951,0.8852805347607953,0.7142857142857142,tfidf,resident-evil-village-vyjde-v-japonsku-bez-scen-se-setnutim-hlavy,2023-01-26 09:48:57,3185
51,0.8249643069481123,0.325,0.5,0.5,4.576174448250282,1.9164984272716048,0.5121212121212122,0.8544988266302628,0.6499999999999999,keywords,0,2023-01-26 09:48:40,3183
52,0.6200000000000001,0.25,0.5,0.5,3.5201341909617554,1.474229559439696,0.3333333333333333,0.7747525516950363,0.49999999999999994,svd,0,2023-01-26 09:48:36,3186
53,0.9519230769230769,0.19047619047619047,0.5,0.5,2.7674332213870803,1.1232225214778635,0.21018062397372742,0.7000020387466522,0.3809523809523809,word2vec_eval_3,sili-trend-byt-v-praci-jen-ctyri-dny-v-tydnu-evrope-slibuje-vic-produktivity,2023-01-26 09:48:15,3187
54,1.0000000000000002,1.0,1.0,1.0,7.040268381923511,2.948459118879392,1.0,1.0,0.9999999999999999,keywords,0,2023-01-26 09:48:14,3183
55,0.325,0.047619047619047616,0.5,0.5,0.6918583053467701,0.2808056303694659,0.016563146997929604,0.42421097771483945,0.17217518397377296,tfidf_full_text,zemrela-sona-valentova-herecka-znama-z-filmu-kladivo-na-carodejnice,2023-01-26 09:46:41,3183
56,0.3258838383838384,0.14285714285714285,0.5,0.5,2.0755749160403103,0.8424168911083976,0.126984126984127,0.628073978991395,0.28571428571428564,word2vec_eval_3,jirina-bohdalova-je-kvuli-neustupujici-chripce-a-bolestem-v-nemocnici,2023-01-26 09:45:47,3183
57,0.4922425852250414,0.21428571428571427,0.5,0.5,3.1133623740604652,1.2636253366625965,0.2571428571428571,0.7317819697374287,0.4285714285714285,tfidf_full_text,serial-slunecna-pokracuje-odmita-prima-spekulace-o-jeho-konci,2023-01-26 09:45:13,3184
58,0.23549019607843139,0.11904761904761904,0.5,0.5,1.729645763366925,0.7020140759236647,0.09157509157509157,0.5866270121541668,0.23809523809523805,doc2vec,dubajska-princezna-se-boji-o-zivot-od-sveho-uteku-je-zavrena-ve-vile,2023-01-26 09:45:12,3187
59,0.125,0.023809523809523808,0.5,0.5,0.34592915267338503,0.14040281518473294,0.004329004329004328,0.34592915267338503,0.14040281518473294,doc2vec,co-vas-muze-do-konce-roku-pripravit-o-penize-a-vysat-ucet,2023-01-26 09:44:47,3183
60,0.973972159003526,0.4523809523809524,0.5,0.5,6.572653900794316,2.667653488509926,0.8595238095238096,0.9647793356161755,0.9047619047619047,word2vec_eval_3,jarni-boj-o-zachranu-zahaji-posileni-fotbaliste-taborska-ve-vlasimi,2023-01-26 09:44:10,3184
61,0.8850293017248034,0.40476190476190477,0.5,0.5,5.880795595447546,2.38684785814046,0.7243107769423559,0.9267208855161881,0.8095238095238094,word2vec_eval_3,rusko-sklidilo-na-okupovane-ukrajine-psenici-za-miliardu-dolaru-tvrdi-nasa,2023-01-26 09:43:57,3186
62,0.3333333333333333,0.023809523809523808,0.5,0.5,0.34592915267338503,0.14040281518473294,0.004329004329004328,0.34592915267338503,0.14040281518473294,tfidf,chotovinsky-katolicky-farar-presel-pred-100-lety-i-s-kostelem-k-husitum,2023-01-26 09:43:13,3183
63,0.36017316017316015,0.16666666666666666,0.5,0.5,2.4215040687136953,0.9828197062931305,0.16666666666666666,0.6656141585450557,0.33333333333333326,tfidf,debaty-po-plzni-zabraly-hradecti-hokejiste-pak-uspeli-v-karlovych-varech,2023-01-26 09:43:00,3187
64,0.834014313859515,0.23809523809523808,0.5,0.5,3.45929152673385,1.4040281518473294,0.3072196620583717,0.7613615822588357,0.4761904761904761,doc2vec,biden-oznacil-putina-za-zabijaka-ten-ho-vyzval-k-rozhovoru-pred-kamerami,2023-01-26 09:42:26,3184
65,0.9661846925004819,0.3333333333333333,0.5,0.5,4.843008137427391,1.965639412586261,0.5333333333333334,0.8630739243300585,0.6666666666666665,tfidf,zustante-stihla-i-pres-vanoce-zobnete-si-jen-pernicku,2023-01-26 09:41:06,3184
